country,date,retail and recreation,grocery and pharmacy,parks,transit stations,workplaces,residential,driving,transit,walking
Netherlands,2020-09-06,-3,-3,104,-23,6,0,14.69,-27.09,19.47
Netherlands,2020-09-07,-1,-3,115,-33,-33,5,18.74,-19.33,22.82
Netherlands,2020-09-08,-1,0,115,-35,-33,6,19.31,-20.52,27.13
Netherlands,2020-09-09,-5,-5,97,-34,-29,5,23.87,-21.68,28.97
Netherlands,2020-09-10,-5,-3,106,-34,-30,5,25.45,-21.14,32.96
Netherlands,2020-09-11,-4,-4,142,-28,-27,3,37.68,-18.97,49.71
Netherlands,2020-09-12,-10,-6,121,-24,2,1,30.32,-25.82,57.97
Netherlands,2020-09-13,3,-3,153,-17,7,-1,19.49,-28.49,21.8
Netherlands,2020-09-14,2,-3,167,-30,-27,4,24.44,-18.9,26.12
Netherlands,2020-09-15,4,1,209,-31,-28,5,27.33,-18.26,31.81
Netherlands,2020-09-16,-3,-3,143,-31,-25,4,25.63,-17.81,30.77
Netherlands,2020-09-17,-7,-6,100,-36,-27,5,24.58,-13.11,30.11
Netherlands,2020-09-18,-7,-6,130,-30,-24,3,35.65,-16.73,42.66
Netherlands,2020-09-19,-10,-8,132,-25,2,0,25.04,-26.79,48.29
Netherlands,2020-09-20,3,-4,150,-18,7,-1,13.89,-28.63,15.42
Netherlands,2020-09-21,0,-3,123,-33,-27,5,11.53,-25.98,9.31999999999999
Netherlands,2020-09-22,2,1,137,-33,-26,5,12.24,-28.83,11.76
Netherlands,2020-09-23,-8,-2,66,-35,-23,6,10.16,-30.78,5.34
Netherlands,2020-09-24,-12,-3,35,-38,-25,7,10.22,-30.19,8.44
Netherlands,2020-09-25,-12,-4,40,-35,-23,6,21.93,-27.58,19.09
Netherlands,2020-09-26,-12,-4,43,-31,2,2,10.49,-35.44,27.17
Netherlands,2020-09-27,-11,-5,36,-32,5,2,-4.45999999999999,-40.65,-8.29000000000001
Netherlands,2020-09-28,-12,-6,22,-39,-24,7,-2.16,-39.19,-12.79
Netherlands,2020-09-29,-7,2,60,-39,-25,8,-4,-41.76,-6.27
Netherlands,2020-09-30,-10,-2,50,-39,-26,7,-2.31999999999999,-40.56,-5.87
Netherlands,2020-10-01,-21,-7,1,-44,-27,10,-1.54000000000001,-40.55,-7.89
Netherlands,2020-10-02,-15,-2,46,-38,-23,7,6.81999999999999,-40.7,9.8
Netherlands,2020-10-03,-23,-8,10,-39,-2,6,0.469999999999999,-45.04,6.92
Netherlands,2020-10-04,-19,-6,31,-37,1,4,-12.26,-46.19,-19.69
Netherlands,2020-10-05,-18,-9,13,-42,-29,9,-8.45,-42.96,-19.5
Netherlands,2020-10-06,-16,-3,25,-43,-29,10,-7.17,-43.37,-14.61
Netherlands,2020-10-07,-16,-5,28,-41,-26,8,-4.34,-42.01,-9.68000000000001
Netherlands,2020-10-08,-26,-12,-10,-46,-28,11,-3.86,-41.14,-13.1
Netherlands,2020-10-09,-17,-4,41,-39,-24,8,3.88,-41.43,5.55
Netherlands,2020-10-10,-24,-10,11,-41,-2,6,-5.65000000000001,-47.69,1.06
Netherlands,2020-10-11,-24,-10,24,-40,0,4,-16.76,-50.01,-19.02
Netherlands,2020-10-12,-11,-6,51,-44,-33,9,-9.83,-45.84,-12.63
Netherlands,2020-10-13,-8,0,64,-45,-33,10,-10.64,-48.28,-9.02
Netherlands,2020-10-14,-13,-6,51,-45,-31,9,-9.44,-50.03,-11.73
Netherlands,2020-10-15,-29,-5,31,-50,-34,12,-10.7,-52.29,-16.11
Netherlands,2020-10-16,-29,-4,55,-45,-32,10,-6.36,-52.44,-9.74
Netherlands,2020-10-17,-35,-7,44,-43,-8,7,-17.56,-58.41,-11.46
Netherlands,2020-10-18,-39,-11,51,-43,-8,5,-21.65,-57.27,-25.33
Netherlands,2020-10-19,-20,-7,61,-49,-40,11,-12.75,-51.63,-19.28
Netherlands,2020-10-20,-20,-1,49,-50,-39,12,-10.63,-51.64,-15.38
Netherlands,2020-10-21,-26,-8,31,-49,-37,11,-9.34,-51.88,-15.44
Netherlands,2020-10-22,-24,-3,49,-49,-38,12,-7.7,-51.2,-8.29000000000001
Netherlands,2020-10-23,-25,-2,55,-45,-35,10,-2.43000000000001,-49.94,0.599999999999994
Netherlands,2020-10-24,-33,-5,27,-43,-7,7,-16.7,-59.69,-12.62
Netherlands,2020-10-25,-39,-9,5,-45,-6,6,-25.45,-58.07,-32.5
Netherlands,2020-10-26,-22,-6,17,-46,-29,10,-17.15,-52.34,-25.6
Netherlands,2020-10-27,-23,-1,14,-47,-29,11,-16.13,-53.15,-23.01
Netherlands,2020-10-28,-29,-7,-1,-46,-25,10,-13.2,-52.43,-21.18
Netherlands,2020-10-29,-32,-6,-10,-49,-27,12,-12.51,-50.73,-18.94
Netherlands,2020-10-30,-31,-4,2,-45,-24,10,-6.90000000000001,-50.73,-9.34999999999999
Netherlands,2020-10-31,-32,-5,33,-41,-5,7,-14.49,-57.63,-6.48999999999999
Netherlands,2020-11-01,-42,-12,5,-47,-7,6,-29.16,-57.51,-35.55
Netherlands,2020-11-02,-27,-11,2,-47,-28,11,-20.53,-52.23,-28.18
Netherlands,2020-11-03,-24,-3,22,-47,-28,11,-20.21,-52.18,-21.42
Netherlands,2020-11-04,-25,-5,34,-45,-26,10,-19.81,-53.95,-18.72
Netherlands,2020-11-05,-32,-5,10,-50,-28,12,-21.01,-54.32,-20.78
Netherlands,2020-11-06,-31,-4,27,-46,-24,11,-15.58,-54.44,-10.39
Netherlands,2020-11-07,-33,-5,47,-43,-7,7,-20.92,-60.86,-7.26000000000001
Netherlands,2020-11-08,-38,-7,57,-43,-7,5,-31.67,-59.58,-28.04
Netherlands,2020-11-09,-25,-8,27,-47,-28,11,-23.56,-54.13,-23.96
Netherlands,2020-11-10,-24,0,30,-47,-28,11,-22.43,-53.34,-21.22
Netherlands,2020-11-11,-26,-2,21,-45,-25,10,-20.74,-53.42,-19.49
Netherlands,2020-11-12,-33,-7,-6,-49,-27,12,-21.15,-53.36,-22.61
Netherlands,2020-11-13,-32,-3,5,-46,-23,11,-15.96,-53.4,-12.01
Netherlands,2020-11-14,-35,-4,7,-47,-7,8,-25.06,-59.72,-14.44
Netherlands,2020-11-15,-48,-15,-16,-51,-11,7,-36.28,-61.56,-41.81
Netherlands,2020-11-16,-29,-10,-7,-48,-27,11,-25.02,-54.67,-31.76
Netherlands,2020-11-17,-26,-2,12,-48,-27,11,-23.09,-54.29,-24.25
Netherlands,2020-11-18,-24,-2,43,-44,-24,9,-18.62,-52.78,-16.94
Netherlands,2020-11-19,-33,-8,-16,-50,-26,12,-20.73,-52.79,-23.65
Netherlands,2020-11-20,-27,0,7,-44,-22,10,-13.12,-52.02,-11.1
Netherlands,2020-11-21,-32,-4,-9,-46,-6,7,-22.06,-58.73,-14.29
Netherlands,2020-11-22,-35,-7,18,-44,-6,5,-32.25,-59.43,-32.81
Netherlands,2020-11-23,-20,-6,16,-46,-26,10,-23.75,-53.24,-26.55
Netherlands,2020-11-24,-19,3,16,-47,-26,10,-20.65,-52.44,-20.11
Netherlands,2020-11-25,-19,0,17,-45,-22,9,-17.71,-51.94,-16.18
Netherlands,2020-11-26,-26,-3,-13,-48,-25,11,-16.91,-52.01,-15.95
Netherlands,2020-11-27,-22,1,2,-43,-21,9,-8.98999999999999,-51.96,-1.20999999999999
Netherlands,2020-11-28,-28,-2,2,-44,-4,7,-19.53,-58.36,-4.87
Netherlands,2020-11-29,-33,-7,12,-45,-3,5,-32.76,-59.96,-32.55
Netherlands,2020-11-30,-24,-10,-19,-48,-26,11,-22.42,-51.33,-28.69
Netherlands,2020-12-01,-20,0,0,-46,-25,10,-18.77,-51.93,-19.9
Netherlands,2020-12-02,-21,-1,2,-45,-22,9,-18.21,-53,-17.93
Netherlands,2020-12-03,-28,-4,-24,-49,-24,11,-17.48,-51.93,-17.61
Netherlands,2020-12-04,-26,2,-7,-44,-20,10,-15.41,-53.33,-10.33
Netherlands,2020-12-05,-34,-4,-8,-46,-2,7,-31.46,-62.14,-21.23
Netherlands,2020-12-06,-41,-12,-11,-47,-5,5,-36.26,-60.62,-40.94
Netherlands,2020-12-07,-26,-11,-22,-47,-26,10,-23.17,-53.01,-30.8
Netherlands,2020-12-08,-22,-1,5,-47,-24,10,-20.41,-53.53,-23.22
Netherlands,2020-12-09,-26,-6,-9,-47,-22,10,-18.38,-52.15,-22.13
Netherlands,2020-12-10,-29,-5,-12,-48,-24,11,-18.11,-52.22,-21.01
Netherlands,2020-12-11,-32,-7,-18,-46,-21,10,-11.61,-52.68,-12.02
Netherlands,2020-12-12,-34,-5,-17,-46,-4,8,-23.32,-58.24,-12.55
Netherlands,2020-12-13,-37,-7,4,-45,-4,6,-34.61,-60.56,-35.67
Netherlands,2020-12-14,8,15,-7,-44,-25,9,-20.32,-56.42,-19.92
Netherlands,2020-12-15,-48,-5,-3,-52,-29,13,-29.09,-63.65,-28.02
Netherlands,2020-12-16,-49,-7,13,-56,-36,14,-25.61,-63.36,-20.88
Netherlands,2020-12-17,-52,-7,-10,-59,-39,16,-23.5,-63.19,-16.85
Netherlands,2020-12-18,-50,-5,11,-55,-37,14,-18.03,-62.09,-6.87
Netherlands,2020-12-19,-59,-9,-7,-53,-13,10,-32.15,-69.82,-18.41
Netherlands,2020-12-20,-58,-10,17,-51,-10,7,-41.49,-67.47,-34.94
Netherlands,2020-12-21,-44,1,-22,-62,-51,16,-23.72,-62.27,-22.05
Netherlands,2020-12-22,-36,22,18,-60,-51,16,-19.36,-63.9,-8.34999999999999
Netherlands,2020-12-23,-40,20,-19,-60,-50,16,-19.09,-64.07,-12.62
Netherlands,2020-12-24,-43,18,-13,-62,-60,18,-32.1,-70.34,-26.96
Netherlands,2020-12-25,-82,-75,7,-75,-83,22,-58.82,-76.75,-62.23
Netherlands,2020-12-26,-83,-63,-28,-66,-40,10,-54.24,-74.95,-59.44
Netherlands,2020-12-27,-72,-33,-59,-63,-20,8,-48.21,-70.15,-53.82
Netherlands,2020-12-28,-41,1,34,-62,-62,18,-28.87,-62.16,-23.69
Netherlands,2020-12-29,-43,6,20,-64,-62,19,-25.85,-62.99,-19.15
Netherlands,2020-12-30,-41,13,15,-61,-59,17,-26.62,-64.31,-20.7
Netherlands,2020-12-31,-45,13,7,-63,-66,18,-37.54,-70.37,-26.44
Netherlands,2021-01-01,-79,-77,5,-75,-83,24,-57.38,-74.3,-53.78
Netherlands,2021-01-02,-65,-17,0,-59,-22,12,-40.47,-68.82,-36.07
Netherlands,2021-01-03,-62,-19,3,-56,-12,8,-42.56,-65.93,-41.61
Netherlands,2021-01-04,-52,-12,-23,-62,-41,16,-36,-62.68,-36.6
Netherlands,2021-01-05,-52,-8,-8,-61,-41,16,-33.37,-61.2,-31.76
Netherlands,2021-01-06,-53,-9,-2,-58,-37,15,-31.95,-63.8,-30.3
Netherlands,2021-01-07,-58,-15,-32,-62,-39,17,-31.83,-63.38,-32.69
Netherlands,2021-01-08,-55,-9,0,-57,-35,15,-25.86,-62.4,-21.35
Netherlands,2021-01-09,-59,-9,19,-52,-12,10,-31.12,-67.28,-23.15
Netherlands,2021-01-10,-60,-14,23,-52,-9,7,-39.36,-67.03,-37.58
Netherlands,2021-01-11,-51,-13,-14,-59,-38,15,-32.24,-61.56,-34.42
Netherlands,2021-01-12,-50,-7,8,-58,-38,15,-30.68,-61.86,-29.69
Netherlands,2021-01-13,-53,-11,7,-56,-35,13,-27.4,-61.17,-26.19
Netherlands,2021-01-14,-56,-13,-11,-60,-38,15,-29.68,-63.65,-27.63
Netherlands,2021-01-15,-56,-12,-7,-57,-36,14,-25.06,-62.98,-20.26
Netherlands,2021-01-16,-63,-14,-8,-57,-15,10,-38,-67.8,-31.38
Netherlands,2021-01-17,-63,-20,4,-55,-13,7,-42.14,-66.86,-40.02
Netherlands,2021-01-18,-52,-16,-7,-58,-39,14,-32.17,-60.86,-33.19
Netherlands,2021-01-19,-55,-17,-23,-60,-39,15,-31.4,-61.82,-33.53
Netherlands,2021-01-20,-52,-10,0,-56,-36,13,-29.22,-62.22,-27.45
Netherlands,2021-01-21,-56,-13,-13,-59,-38,15,-29.39,-62.64,-28.46
Netherlands,2021-01-22,-53,-7,14,-54,-34,14,-21.9,-61.9,-15.26
Netherlands,2021-01-23,-60,-10,6,-56,-14,11,-35.29,-68.36,-25.73
Netherlands,2021-01-24,-59,-15,42,-52,-13,7,-37.62,-67.41,-32.08
Netherlands,2021-01-25,-50,-13,14,-57,-38,14,-31.02,-62.84,-29.3
Netherlands,2021-01-26,-51,-8,15,-58,-38,15,-30.94,-63.16,-27.3
Netherlands,2021-01-27,-54,-13,-9,-58,-35,14,-28.62,-62.22,-27.24
Netherlands,2021-01-28,-58,-16,-33,-61,-38,16,-28.3,-60.56,-28.54
Netherlands,2021-01-29,-55,-10,-11,-57,-34,15,-23.88,-61.2,-18.93
Netherlands,2021-01-30,-59,-9,-4,-57,-12,11,-31.43,-66.42,-24.65
Netherlands,2021-01-31,-56,-13,53,-49,-10,6,-30.86,-62.56,-29.61
Netherlands,2021-02-01,-51,-15,-11,-58,-39,14,-28.74,-59.45,-29.32
Netherlands,2021-02-02,-53,-10,-13,-59,-38,15,-29.01,-57.95,-28.58
Netherlands,2021-02-03,-55,-15,-21,-58,-35,14,-25.92,-58.89,-27.66
Netherlands,2021-02-04,-51,-5,15,-57,-36,14,-23.83,-59.38,-17.71
Netherlands,2021-02-05,-50,0,7,-55,-32,14,-18.91,-59.72,-12.1
Netherlands,2021-02-06,-58,-2,-16,-56,-9,10,-32.92,-65.45,-23.59
Netherlands,2021-02-07,-74,-36,10,-67,-31,11,-60.35,-57.8,-43.53
Netherlands,2021-02-08,-60,-26,-7,-67,-55,20,-44.82,-53.35,-31.08
Netherlands,2021-02-09,-53,-7,26,-59,-46,17,-36.91,-54.92,-25.41
Netherlands,2021-02-10,-52,-7,22,-55,-37,15,-27.16,-55.01,-24.07
Netherlands,2021-02-11,-52,-6,35,-55,-38,16,-25.31,-57.33,-21.56
Netherlands,2021-02-12,-51,-5,56,-51,-35,14,-17.34,-57.77,-15.54
Netherlands,2021-02-13,-54,-4,110,-47,-12,9,-27.25,-63.57,-14.92
Netherlands,2021-02-14,-52,-11,120,-43,-7,6,-32.68,-63.46,-25.25
Netherlands,2021-02-15,-56,-22,-34,-61,-48,18,-33.53,-59.12,-36.95
Netherlands,2021-02-16,-46,2,8,-55,-38,14,-26,-58.65,-25.48
Netherlands,2021-02-17,-47,-2,12,-53,-34,13,-22.35,-56.96,-22.32
Netherlands,2021-02-18,-51,-6,-10,-56,-36,15,-22.82,-57.88,-24.63
Netherlands,2021-02-19,-47,0,29,-51,-33,13,-16.26,-57.72,-10.98
Netherlands,2021-02-20,-49,-2,71,-42,-7,8,-20.81,-60.57,-1.43000000000001
Netherlands,2021-02-21,-39,-3,134,-31,-3,3,-21.53,-57.17,-4.59
Netherlands,2021-02-22,-38,-2,64,-51,-40,12,-18.35,-52.79,-13.79
Netherlands,2021-02-23,-36,6,88,-51,-39,12,-16.48,-52.9,-7.70999999999999
Netherlands,2021-02-24,-35,2,120,-45,-36,10,-8.20999999999999,-49.82,2.06
Netherlands,2021-02-25,-42,2,57,-52,-38,13,-14.21,-53.57,-5.97
Netherlands,2021-02-26,-43,1,61,-49,-35,12,-9.24,-53.26,0.900000000000006
Netherlands,2021-02-27,-49,-1,51,-44,-4,8,-20.44,-60.43,-4.38
Netherlands,2021-02-28,-45,-3,79,-38,-1,4,-25.55,-56.55,-16.86
Netherlands,2021-03-01,-41,-5,28,-51,-33,12,-23.12,-52.62,-23.8
Netherlands,2021-03-02,-38,3,71,-49,-32,12,-20.3,-51.8,-15.07
Netherlands,2021-03-03,-35,1,42,-47,-29,10,-17.37,-51.63,-15.21
Netherlands,2021-03-04,-43,-3,-6,-53,-32,13,-19.75,-55.18,-21.51
Netherlands,2021-03-05,-40,2,34,-47,-27,11,-14.65,-54.3,-8.47
Netherlands,2021-03-06,-45,1,35,-45,-1,8,-22.11,-59.23,-8.3
Netherlands,2021-03-07,-50,-4,41,-44,-1,5,-28.09,-58.41,-25.05
Netherlands,2021-03-08,-36,-3,20,-49,-32,11,-22.43,-54.14,-26.65
Netherlands,2021-03-09,-38,1,18,-50,-32,12,-21.24,-54.65,-24.58
Netherlands,2021-03-10,-40,-1,8,-49,-29,11,-19.62,-55.2,-24.54
Netherlands,2021-03-11,-47,-8,-17,-52,-32,14,-19.45,-53.27,-26.73
Netherlands,2021-03-12,-45,-2,-4,-49,-27,12,0,0,0
Netherlands,2021-03-13,-51,-4,-20,-52,-3,10,-27.41,-61.91,-26.89
Netherlands,2021-03-14,-52,-4,26,-45,0,6,-30.34,-60.07,-31.91
Netherlands,2021-03-15,-38,-5,9,-49,-32,12,-23.01,-54.27,-27.28
Netherlands,2021-03-16,-36,0,10,-50,-32,12,-20.16,-53.86,-21.59
Netherlands,2021-03-17,-25,8,30,-42,-28,10,-17.13,-54.95,-6.08
Netherlands,2021-03-18,-42,-3,4,-51,-30,13,-19.98,-54.8,-23.59
Netherlands,2021-03-19,-38,2,50,-45,-26,11,-11.49,-52.73,-7.89
Netherlands,2021-03-20,-43,1,47,-43,1,7,-18.88,-57.7,-6.16
Netherlands,2021-03-21,-48,-3,37,-45,1,5,-26.12,-57.41,-27.25
Netherlands,2021-03-22,-34,-1,31,-48,-31,11,-21.52,-53.86,-26.44
Netherlands,2021-03-23,-32,6,51,-48,-31,11,-19.19,-53.36,-20.36
Netherlands,2021-03-24,-31,4,73,-43,-27,10,-13.46,-52.97,-14.5
Netherlands,2021-03-25,-37,3,34,-48,-30,12,-15.04,-52.67,-15.64
Netherlands,2021-03-26,-36,4,51,-44,-26,11,-9.33,-52.85,-6.51000000000001
Netherlands,2021-03-27,-44,0,22,-46,-1,8,-12.96,-56.69,-9.68000000000001
Netherlands,2021-03-28,-49,-7,31,-45,-1,6,-22.41,-56.9,-24.86
Netherlands,2021-03-29,-28,0,85,-44,-30,10,-15.27,-48.97,-15.07
Netherlands,2021-03-30,-23,8,153,-41,-30,10,-11.44,-46.48,-3.36
Netherlands,2021-03-31,-23,8,152,-36,-27,8,-7.25,-46.11,1.25
Netherlands,2021-04-01,-32,9,62,-44,-29,10,-10.84,-50.35,-6.13
Netherlands,2021-04-02,-34,11,67,-48,-39,12,-8.02,-50.02,-2
Netherlands,2021-04-03,-38,12,74,-40,-1,6,-20.18,-56.88,-4.68000000000001
Netherlands,2021-04-04,-59,-37,74,-43,0,4,-36.67,-60.53,-32.01
Netherlands,2021-04-05,-52,-34,11,-67,-81,22,-24.92,-52.53,-40.61
Netherlands,2021-04-06,-40,-1,7,-49,-31,12,-15.45,-50.93,-30.45
Netherlands,2021-04-07,-41,-1,5,-47,-28,12,-15.71,-50.77,-24.06
Netherlands,2021-04-08,-39,3,26,-48,-28,12,-14,-49.56,-16.9
Netherlands,2021-04-09,-37,4,52,-43,-24,10,-10.72,-51.48,-7.38
Netherlands,2021-04-10,-47,-2,2,-48,-3,9,-21.11,-57.45,-18.42
Netherlands,2021-04-11,-46,-3,38,-43,-1,6,-22.39,-54.62,-26.4
Netherlands,2021-04-12,-33,-2,33,-46,-29,11,-16.95,-49.54,-23.02
Netherlands,2021-04-13,-30,7,71,-46,-29,11,-16.92,-53.08,-18.15
Netherlands,2021-04-14,-33,4,57,-43,-26,10,-14.62,-51.66,-17.69
Netherlands,2021-04-15,-36,4,44,-46,-27,11,-13.9,-50.73,-15.28
Netherlands,2021-04-16,-34,5,85,-41,-24,9,-7.7,-50.81,-4.90000000000001
Netherlands,2021-04-17,-38,2,93,-36,0,6,-16.45,-54.97,1.22
Netherlands,2021-04-18,-37,0,115,-31,2,3,-19.55,-55.04,-13.81
Netherlands,2021-04-19,-30,2,67,-44,-29,10,-16.18,-49.4,-20.53
Netherlands,2021-04-20,-24,12,123,-41,-27,10,-12.63,-48.23,-8.64
Netherlands,2021-04-21,-29,8,79,-41,-25,9,-10.8,-49.45,-13.56
Netherlands,2021-04-22,-33,7,59,-45,-26,11,-10.38,-48.68,-11.44
Netherlands,2021-04-23,-31,8,104,-39,-23,8,-1.56999999999999,-47.68,2.09
Netherlands,2021-04-24,-37,6,101,-34,1,5,-10.2,-51.76,5.43000000000001
Netherlands,2021-04-25,-36,4,105,-34,1,4,-14.32,-51.15,-7.43000000000001
Netherlands,2021-04-26,-12,20,149,-43,-44,10,-11.68,-47.57,-1.13
Netherlands,2021-04-27,-19,4,296,-48,-76,17,-12.64,-44.14,12.14
Netherlands,2021-04-28,-11,8,124,-38,-31,8,-5.22,-45.44,-0.780000000000001
Netherlands,2021-04-29,-29,2,20,-49,-33,12,-6.61,-45.47,-12.94
Netherlands,2021-04-30,-24,7,70,-41,-29,9,4.33,-42.32,2.29000000000001
Netherlands,2021-05-01,-23,7,95,-31,1,4,-6.01000000000001,-46.97,17.17
Netherlands,2021-05-02,-25,3,92,-33,3,3,-12.55,-47.41,-5.62
Netherlands,2021-05-03,-6,8,119,-44,-40,9,-1.66,-41.88,0.950000000000003
Netherlands,2021-05-04,-20,2,58,-50,-41,12,-4.08,-45.31,-8.95999999999999
Netherlands,2021-05-05,-12,11,94,-47,-43,11,-2.17,-46.81,-0.109999999999999
Netherlands,2021-05-06,-16,9,87,-45,-39,11,0.0999999999999943,-43.59,6.84
Netherlands,2021-05-07,-17,10,116,-40,-34,8,6.70999999999999,-44.83,14.48
Netherlands,2021-05-08,-28,10,48,-38,0,5,-7.83,-52.95,4.15000000000001
Netherlands,2021-05-09,-24,1,101,-24,19,0,-11.85,-50.47,-6.76000000000001
Netherlands,2021-05-10,-13,4,99,-40,-33,9,-5.08,-43.75,-6
Netherlands,2021-05-11,-11,12,103,-41,-32,10,-1.14,-42.01,-0.109999999999999
Netherlands,2021-05-12,-4,19,175,-32,-29,5,2.64,-44.2,10.32
Netherlands,2021-05-13,-14,-8,237,-48,-77,17,-4.14,-44.37,20.73
Netherlands,2021-05-14,-9,15,160,-41,-52,12,7.51000000000001,-39.62,36.63
Netherlands,2021-05-15,-26,4,87,-33,-3,5,-6.45,-47.95,16.96
Netherlands,2021-05-16,-27,4,61,-32,6,3,-10.97,-47.03,-14.03
Netherlands,2021-05-17,-17,6,56,-40,-28,9,-6.84,-42.8,-14.59
Netherlands,2021-05-18,-11,15,106,-38,-26,9,-3.16,-42.95,-5.61
Netherlands,2021-05-19,-17,7,68,-37,-24,8,-1.43000000000001,-42.96,-7.81999999999999
Netherlands,2021-05-20,-13,13,76,-39,-25,8,0.280000000000001,-40.97,0.180000000000007
Netherlands,2021-05-21,-19,13,76,-36,-22,7,10.39,-41.42,4.42
Netherlands,2021-05-22,-25,13,44,-37,3,5,-3.81,-45.13,12.2
Netherlands,2021-05-23,-25,-13,109,-29,4,3,-16.4,-48.88,0.879999999999995
Netherlands,2021-05-24,-10,-8,71,-57,-79,19,-2.53,-43,-11.18
Netherlands,2021-05-25,-11,19,57,-40,-26,8,1.41,-40.09,-10.43
Netherlands,2021-05-26,-13,14,55,-37,-22,8,2.90000000000001,-39.8,-2.87
Netherlands,2021-05-27,-17,12,46,-40,-23,9,4.11,-38.05,1.34
Netherlands,2021-05-28,-8,13,138,-29,-18,5,15.58,-35.03,26.07
Netherlands,2021-05-29,-12,11,144,-20,10,2,6.09,-38.58,36.7
Netherlands,2021-05-30,5,16,187,-11,17,-1,3.72,-37.33,13.12
Netherlands,2021-05-31,4,13,149,-33,-24,6,7.95,-29.95,9
Netherlands,2021-06-01,6,22,198,-32,-24,6,10.7,-29.81,16.07
Netherlands,2021-06-02,2,17,205,-28,-22,5,13.01,-28.01,19.48
Netherlands,2021-06-03,-9,15,109,-37,-23,8,9.36,-33.1,14.24
Netherlands,2021-06-04,-10,13,141,-31,-18,5,16.84,-31.21,23.88
Netherlands,2021-06-05,-13,9,91,-27,8,3,5.92,-35.75,35.52
Netherlands,2021-06-06,1,10,149,-16,16,0,3.17,-34.58,11.33
Netherlands,2021-06-07,4,14,138,-34,-23,6,6.66,-31.25,6.66
Netherlands,2021-06-08,7,21,173,-32,-22,6,9.41,-31.34,11.83
Netherlands,2021-06-09,4,17,166,-29,-20,4,12.98,-30.99,15.51
Netherlands,2021-06-10,-1,16,134,-34,-21,6,12.47,-32.84,15.41
Netherlands,2021-06-11,-5,13,156,-29,-18,3,23.14,-27.52,29.6
Netherlands,2021-06-12,-10,8,142,-21,8,1,11.56,-32.91,39.5
Netherlands,2021-06-13,2,15,181,-13,15,-2,6.51000000000001,-33.42,11.59
Netherlands,2021-06-14,2,14,157,-33,-24,5,8.87000000000001,-29.31,6.40000000000001
Netherlands,2021-06-15,0,0,0,0,0,0,9.06999999999999,-28.92,10.75
Netherlands,2021-06-16,0,0,0,0,0,0,15.84,-22.22,16.08
Netherlands,2021-06-17,0,0,0,0,0,0,9.47,-27.18,11.12
Norway,2020-01-13,0,0,0,0,0,0,0,0,0
Norway,2020-01-14,0,0,0,0,0,0,-1.56999999999999,3.33,1.67
Norway,2020-01-15,0,0,0,0,0,0,2.34,2.63,6.64
Norway,2020-01-16,0,0,0,0,0,0,5.02,6.54000000000001,12.36
Norway,2020-01-17,0,0,0,0,0,0,22.49,18.12,25
Norway,2020-01-18,0,0,0,0,0,0,13.46,17.65,51.14
Norway,2020-01-19,0,0,0,0,0,0,14.54,7.06,-2.87
Norway,2020-01-20,0,0,0,0,0,0,-1.42,6.90000000000001,0.0499999999999972
Norway,2020-01-21,0,0,0,0,0,0,-1.09999999999999,6.04000000000001,5.47
Norway,2020-01-22,0,0,0,0,0,0,2.31,8.67,11.33
Norway,2020-01-23,0,0,0,0,0,0,5.37,8.15000000000001,11.55
Norway,2020-01-24,0,0,0,0,0,0,20.93,15.52,28.31
Norway,2020-01-25,0,0,0,0,0,0,13.67,25.04,49.82
Norway,2020-01-26,0,0,0,0,0,0,14.26,12.65,-6.58
Norway,2020-01-27,0,0,0,0,0,0,-1.47,6.31,-6.48
Norway,2020-01-28,0,0,0,0,0,0,-0.420000000000002,6.06,0.930000000000007
Norway,2020-01-29,0,0,0,0,0,0,1.29000000000001,3.15000000000001,2.08
Norway,2020-01-30,0,0,0,0,0,0,3.95999999999999,1.91,5.39
Norway,2020-01-31,0,0,0,0,0,0,21.18,17.04,25.36
Norway,2020-02-01,0,0,0,0,0,0,14.8,29.4,46.09
Norway,2020-02-02,0,0,0,0,0,0,21.29,15.77,-1.62
Norway,2020-02-03,0,0,0,0,0,0,-0.450000000000003,1.54000000000001,-1.05
Norway,2020-02-04,0,0,0,0,0,0,-2.37,7.47,1.5
Norway,2020-02-05,0,0,0,0,0,0,2.90000000000001,12.5,5.73999999999999
Norway,2020-02-06,0,0,0,0,0,0,5.98999999999999,15.49,14.21
Norway,2020-02-07,0,0,0,0,0,0,26.73,21.35,34.48
Norway,2020-02-08,0,0,0,0,0,0,23.15,29,47.11
Norway,2020-02-09,0,0,0,0,0,0,26.38,14.92,-15.76
Norway,2020-02-10,0,0,0,0,0,0,4.17,9.8,4.17
Norway,2020-02-11,0,0,0,0,0,0,5.06,10.88,10.3
Norway,2020-02-12,0,0,0,0,0,0,9.65000000000001,10.94,12.89
Norway,2020-02-13,0,0,0,0,0,0,13.14,11.25,17
Norway,2020-02-14,0,0,0,0,0,0,39.76,19.14,35.62
Norway,2020-02-15,1,1,26,7,-1,-1,28.46,21.68,51
Norway,2020-02-16,-5,3,-34,-5,-3,1,20.93,11.92,-12.25
Norway,2020-02-17,2,0,13,-5,-12,2,13.44,15.37,6.78
Norway,2020-02-18,3,-1,15,-5,-11,1,11.35,12.58,8.68000000000001
Norway,2020-02-19,6,4,49,-1,-12,0,19.43,11.39,12.33
Norway,2020-02-20,-1,-2,-4,-9,-14,2,22.75,19.95,4.2
