country,date,retail and recreation,grocery and pharmacy,parks,transit stations,workplaces,residential,driving,transit,walking
Croatia,2021-03-02,-20,7,39,-18,-13,2,-17.49,0,-0.019999999999996
Croatia,2021-03-03,-19,12,40,-20,-13,1,-11.91,0,8.17
Croatia,2021-03-04,-20,9,36,-19,-13,1,-8.45,0,15.21
Croatia,2021-03-05,-27,12,5,-24,-13,3,-3.44,0,8.37
Croatia,2021-03-06,-24,11,26,-30,-14,1,-3.20999999999999,0,11.75
Croatia,2021-03-07,-24,6,44,-18,-13,0,-11.48,0,-7.7
Croatia,2021-03-08,-14,21,31,-18,-12,1,-15.88,0,3.14
Croatia,2021-03-09,-23,7,11,-22,-13,3,-17.95,0,-0.299999999999997
Croatia,2021-03-10,-20,14,22,-22,-13,2,-14.57,0,9.04000000000001
Croatia,2021-03-11,-21,11,19,-21,-13,2,-14.99,0,8.69
Croatia,2021-03-12,-30,11,-16,-27,-13,4,0,0,0
Croatia,2021-03-13,-19,11,47,-26,-11,0,0.349999999999994,0,14.91
Croatia,2021-03-14,-38,-3,-27,-37,-17,3,-18.08,0,-25.75
Croatia,2021-03-15,-17,13,20,-21,-12,2,-18.59,0,0.689999999999998
Croatia,2021-03-16,-20,10,19,-21,-12,3,-15.54,0,3.01
Croatia,2021-03-17,-21,14,15,-22,-12,3,-14.93,0,-1.09
Croatia,2021-03-18,-22,13,12,-22,-11,3,-15.91,0,0.719999999999999
Croatia,2021-03-19,-23,16,17,-21,-11,3,-3.40000000000001,0,8.79000000000001
Croatia,2021-03-20,-27,9,9,-33,-13,2,-6.34999999999999,0,-1.23
Croatia,2021-03-21,-28,4,20,-24,-14,2,-10.96,0,-15.14
Croatia,2021-03-22,-25,7,0,-27,-14,4,-15.18,0,-8.09999999999999
Croatia,2021-03-23,-23,7,17,-23,-14,4,-17.62,0,1.20999999999999
Croatia,2021-03-24,-21,12,26,-24,-14,3,-13.27,0,3.41
Croatia,2021-03-25,-18,9,38,-21,-14,3,-9.78,0,4.25
Croatia,2021-03-26,-20,13,45,-20,-14,2,10.14,0,23.46
Croatia,2021-03-27,-23,8,42,-25,-12,0,14.66,0,24.4
Croatia,2021-03-28,-27,3,40,-22,-12,1,-6.76000000000001,0,-0.840000000000003
Croatia,2021-03-29,-14,13,55,-22,-15,2,-7.20999999999999,0,17.58
Croatia,2021-03-30,-15,13,55,-20,-15,2,-4.87,0,15.9
Croatia,2021-03-31,-11,22,64,-19,-16,1,9.99,0,30.89
Croatia,2021-04-01,-6,30,74,-13,-17,0,17.86,0,32.69
Croatia,2021-04-02,-16,38,52,-30,-34,6,18.77,0,21.21
Croatia,2021-04-03,-31,19,17,-39,-27,5,-8.17,0,-3.23
Croatia,2021-04-04,-68,-79,32,-49,-31,4,-15.05,0,-13.65
Croatia,2021-04-05,-40,-45,153,-45,-79,12,21.31,0,20.52
Croatia,2021-04-06,-34,1,-12,-41,-33,9,7.93000000000001,0,-0.890000000000001
Croatia,2021-04-07,-22,15,28,-34,-31,6,6.86,0,26.86
Croatia,2021-04-08,-16,15,55,-28,-29,4,8.84999999999999,0,39.06
Croatia,2021-04-09,-18,18,56,-29,-28,4,21.62,0,45.65
Croatia,2021-04-10,-19,11,62,-24,-12,-1,15.52,0,17.16
Croatia,2021-04-11,-27,3,11,-21,-15,1,-6.8,0,-13.43
Croatia,2021-04-12,-21,11,9,-32,-21,5,-12.83,0,-0.540000000000006
Croatia,2021-04-13,-31,4,-13,-38,-23,8,-12.2,0,-9.16
Croatia,2021-04-14,-22,15,21,-31,-22,5,-9.44,0,6.52
Croatia,2021-04-15,-17,15,37,-27,-20,4,-3.31999999999999,0,15.9
Croatia,2021-04-16,-20,17,38,-28,-20,4,10.78,0,26
Croatia,2021-04-17,-24,11,30,-30,-12,1,4.48,0,17.51
Croatia,2021-04-18,-33,2,5,-33,-16,3,-8.66,0,-8.31999999999999
Croatia,2021-04-19,-20,12,18,-31,-19,5,-11.16,0,-3.38
Croatia,2021-04-20,-19,12,32,-28,-19,5,-6.05,0,4.89
Croatia,2021-04-21,-14,17,52,-25,-19,3,-1.29000000000001,0,22.89
Croatia,2021-04-22,-16,12,37,-24,-18,4,10.55,0,22.96
Croatia,2021-04-23,-16,18,63,-23,-18,3,29.87,0,46.57
Croatia,2021-04-24,-14,12,107,-17,-9,-3,39.81,0,59.75
Croatia,2021-04-25,-11,11,103,-8,-8,-3,27.55,0,25.85
Croatia,2021-04-26,-18,11,30,-29,-18,4,-3.95999999999999,0,11.53
Croatia,2021-04-27,-24,8,9,-33,-19,7,-1.41,0,6.89
Croatia,2021-04-28,-17,16,33,-30,-19,5,0.859999999999999,0,23.8
Croatia,2021-04-29,-13,14,52,-22,-18,3,8.17,0,25.7
Croatia,2021-04-30,-9,36,74,-19,-18,1,31.76,0,50.62
Croatia,2021-05-01,-41,-26,92,-32,-39,0,33.53,0,47.16
Croatia,2021-05-02,-13,13,76,-14,-9,-2,18.57,0,28.47
Croatia,2021-05-03,-8,22,60,-23,-17,2,8.47,0,36.57
Croatia,2021-05-04,-7,18,76,-20,-15,2,7.84999999999999,0,35.43
Croatia,2021-05-05,-9,22,52,-24,-17,2,11.99,0,38.64
Croatia,2021-05-06,-10,18,54,-23,-16,2,11.22,0,28.96
Croatia,2021-05-07,-19,19,29,-26,-17,4,36.74,0,33.11
Croatia,2021-05-08,-6,21,100,-13,-4,-3,48.52,0,69.19
Croatia,2021-05-09,-1,17,118,1,-4,-5,43.93,0,51.43
Croatia,2021-05-10,0,20,87,-13,-10,-1,17.69,0,48.12
Croatia,2021-05-11,-1,21,85,-12,-10,-1,20,0,43.58
Croatia,2021-05-12,-5,27,46,-17,-12,1,26.1,0,43.36
Croatia,2021-05-13,-6,23,42,-14,-11,2,38.52,0,55.31
Croatia,2021-05-14,-5,29,62,-12,-10,0,48.26,0,85.85
Croatia,2021-05-15,-3,22,86,-12,-6,-3,57.85,0,82.62
Croatia,2021-05-16,-2,25,51,-3,0,-3,54.94,0,50.67
Croatia,2021-05-17,-6,20,50,-15,-8,1,23.64,0,46.84
Croatia,2021-05-18,1,23,84,-8,-6,0,24.55,0,58.72
Croatia,2021-05-19,-10,23,29,-21,-9,3,30.58,0,41.65
Croatia,2021-05-20,-1,25,70,-13,-7,1,39.51,0,70.1
Croatia,2021-05-21,-1,30,96,-7,-5,-1,74.51,0,98.07
Croatia,2021-05-22,-5,22,98,-10,-2,-3,76.67,0,100.32
Croatia,2021-05-23,-6,17,74,-8,-1,-2,65.82,0,69.65
Croatia,2021-05-24,-1,28,70,-12,-7,1,67.48,0,91.88
Croatia,2021-05-25,-1,24,97,-9,-6,1,57.83,0,94.49
Croatia,2021-05-26,5,31,117,-9,-7,-1,60.92,0,102.02
Croatia,2021-05-27,4,24,106,-7,-6,-1,61.03,0,108.52
Croatia,2021-05-28,4,33,113,-5,-5,-2,97.73,0,141.23
Croatia,2021-05-29,-1,24,124,-8,0,-4,103.13,0,134.35
Croatia,2021-05-30,4,21,107,3,4,-4,91,0,117.63
Croatia,2021-05-31,8,29,120,-7,-5,-1,77,0,119.14
Croatia,2021-06-01,10,33,130,-2,-5,-1,85.46,0,139.28
Croatia,2021-06-02,20,58,152,3,-6,-5,116.53,0,161.85
Croatia,2021-06-03,-7,-9,238,-29,-72,9,152.77,0,197.01
Croatia,2021-06-04,10,42,180,-10,-27,1,149.72,0,224.07
Croatia,2021-06-05,5,23,198,0,-2,-6,165.26,0,197.04
Croatia,2021-06-06,1,21,102,14,2,-5,223.05,0,154.27
Croatia,2021-06-07,10,33,119,-6,-5,-1,94.86,0,156.89
Croatia,2021-06-08,11,33,138,-1,-3,-1,88.33,0,147.41
Croatia,2021-06-09,12,37,134,-6,-4,-2,92.14,0,148.81
Croatia,2021-06-10,13,34,137,0,-3,-2,100.76,0,160.69
Croatia,2021-06-11,9,39,134,0,-3,-3,124.3,0,188.02
Croatia,2021-06-12,10,29,177,6,5,-7,126.56,0,196.54
Croatia,2021-06-13,9,27,135,12,7,-5,124.34,0,173.26
Croatia,2021-06-14,15,35,163,-2,-4,-3,108.41,0,183.41
Croatia,2021-06-15,0,0,0,0,0,0,108.66,0,181.56
Croatia,2021-06-16,0,0,0,0,0,0,126.19,0,207.31
Croatia,2021-06-17,0,0,0,0,0,0,131.61,0,205.51
Czechia,2020-01-13,0,0,0,0,0,0,0,0,0
Czechia,2020-01-14,0,0,0,0,0,0,1.17,-1.98,-0.0799999999999983
Czechia,2020-01-15,0,0,0,0,0,0,6.68000000000001,1.88,3.24
Czechia,2020-01-16,0,0,0,0,0,0,9.34,3.3,7.31999999999999
Czechia,2020-01-17,0,0,0,0,0,0,23.54,7.22,36.65
Czechia,2020-01-18,0,0,0,0,0,0,12.54,1.48,39.38
Czechia,2020-01-19,0,0,0,0,0,0,5.38,-7.54000000000001,-0.230000000000004
Czechia,2020-01-20,0,0,0,0,0,0,-0.739999999999995,-2.66,-1.45
Czechia,2020-01-21,0,0,0,0,0,0,1.98999999999999,0.709999999999994,-1.22
Czechia,2020-01-22,0,0,0,0,0,0,7.94,7.19,7.31
Czechia,2020-01-23,0,0,0,0,0,0,8.64,10.59,10.07
Czechia,2020-01-24,0,0,0,0,0,0,19.07,8.15000000000001,32.94
Czechia,2020-01-25,0,0,0,0,0,0,11.51,-1.09999999999999,41.48
Czechia,2020-01-26,0,0,0,0,0,0,2.61,-5,3.78
Czechia,2020-01-27,0,0,0,0,0,0,1.47,-1.47,7.72
Czechia,2020-01-28,0,0,0,0,0,0,5.2,2.76,6.75
Czechia,2020-01-29,0,0,0,0,0,0,7.56999999999999,6.37,8.06999999999999
Czechia,2020-01-30,0,0,0,0,0,0,9.63,5.84,11.73
Czechia,2020-01-31,0,0,0,0,0,0,17.92,11.99,44.4
Czechia,2020-02-01,0,0,0,0,0,0,13.7,7.65000000000001,58.48
Czechia,2020-02-02,0,0,0,0,0,0,9.45,5.53,12.81
Czechia,2020-02-03,0,0,0,0,0,0,8.48,13.82,18.53
Czechia,2020-02-04,0,0,0,0,0,0,9.26,8.92,10.04
Czechia,2020-02-05,0,0,0,0,0,0,9.62,12.78,13.82
Czechia,2020-02-06,0,0,0,0,0,0,11.94,12.95,18.77
Czechia,2020-02-07,0,0,0,0,0,0,28.92,24.36,55.45
Czechia,2020-02-08,0,0,0,0,0,0,25.16,16.18,66.52
Czechia,2020-02-09,0,0,0,0,0,0,15.82,4.73999999999999,23.72
Czechia,2020-02-10,0,0,0,0,0,0,6.97,12.94,10.92
Czechia,2020-02-11,0,0,0,0,0,0,14.42,19.33,18.46
Czechia,2020-02-12,0,0,0,0,0,0,18.95,25.96,25.25
Czechia,2020-02-13,0,0,0,0,0,0,22.99,26.84,37.26
Czechia,2020-02-14,0,0,0,0,0,0,42.36,38.83,85.6
Czechia,2020-02-15,13,8,37,14,3,-2,35.66,29.78,95.4
Czechia,2020-02-16,12,8,28,9,2,-1,20.36,20.25,40.22
Czechia,2020-02-17,4,2,17,1,-2,0,15.34,32.3,42.74
Czechia,2020-02-18,9,5,22,2,-2,0,16.58,30.94,42.46
Czechia,2020-02-19,4,1,6,-2,-2,0,19.7,32.73,37.55
Czechia,2020-02-20,4,2,16,0,-3,0,20.49,32.5,41.99
Czechia,2020-02-21,2,3,4,-1,-3,0,37.04,27.66,62.88
Czechia,2020-02-22,9,6,30,11,5,-3,30.49,29.48,83.22
Czechia,2020-02-23,3,3,-17,1,1,0,16.86,15.25,25.01
Czechia,2020-02-24,3,2,13,1,0,0,14.4,30.3,38.05
Czechia,2020-02-25,6,6,13,2,0,0,16.85,34.87,41.77
Czechia,2020-02-26,3,6,10,0,-1,0,15.37,33.55,34.97
Czechia,2020-02-27,3,11,9,-1,-1,0,18,33.47,34.91
Czechia,2020-02-28,0,6,0,0,-1,0,25.78,25.72,55.47
Czechia,2020-02-29,1,4,0,2,5,0,17.44,16.89,58.14
Czechia,2020-03-01,8,9,29,9,4,-1,12.31,12.91,23.3
Czechia,2020-03-02,0,4,18,0,0,0,7.43000000000001,16.96,21.16
Czechia,2020-03-03,0,1,-9,-6,-1,1,7.64,21.02,9.33
Czechia,2020-03-04,3,2,17,0,-1,0,17.5,27.75,22.69
Czechia,2020-03-05,2,2,21,-1,-1,0,14.66,23.83,25.02
Czechia,2020-03-06,0,4,2,-1,-1,1,29.65,27.78,49.8
Czechia,2020-03-07,0,6,-6,-1,4,0,14.79,13.1,47.64
Czechia,2020-03-08,13,17,45,9,5,-1,11.5,7.2,19.83
Czechia,2020-03-09,0,3,8,-2,0,1,6.7,8.91,7.93000000000001
Czechia,2020-03-10,3,18,6,-2,-1,1,-0.769999999999996,-0.269999999999996,-1.22
Czechia,2020-03-11,-6,8,-11,-17,-14,5,0.340000000000003,-3.94,-4.84999999999999
Czechia,2020-03-12,-5,21,12,-18,-15,5,-7.65000000000001,-24,-8.23999999999999
Czechia,2020-03-13,-20,13,-2,-26,-18,8,-15.87,-44.72,-30.76
Czechia,2020-03-14,-56,16,21,-26,-6,5,-37.37,-63.01,-52.52
Czechia,2020-03-15,-57,13,37,-31,-12,4,-36.44,-69.56,-61.92
Czechia,2020-03-16,-61,-13,-20,-50,-30,15,-51.15,-79.89,-74.5
Czechia,2020-03-17,-65,-24,-17,-56,-39,18,-53.02,-82.68,-75.24
Czechia,2020-03-18,-65,-21,-1,-55,-41,19,-51.62,-84.15,-72.58
Czechia,2020-03-19,-67,-22,-11,-58,-44,20,-52.38,-82.87,-73.95
Czechia,2020-03-20,-68,-16,-26,-59,-44,22,-54.05,-83.94,-75.03
Czechia,2020-03-21,-79,-22,-62,-66,-32,15,-67.3,-85.31,-83.87
Czechia,2020-03-22,-77,-29,-39,-65,-32,12,-62.44,-84.9,-82.5
Czechia,2020-03-23,-64,-22,-27,-60,-44,21,-54.4,-84.14,-77.87
Czechia,2020-03-24,-64,-20,-17,-59,-45,21,-51.93,-82.62,-76.02
Czechia,2020-03-25,-64,-20,-15,-58,-45,21,-50.47,-82.1,-76.12
Czechia,2020-03-26,-65,-20,-24,-60,-46,22,-50.95,-83.17,-76.81
Czechia,2020-03-27,-64,-16,2,-56,-45,22,-45.38,-82.03,-69.54
Czechia,2020-03-28,-71,-19,18,-49,-27,11,-48.18,-82.26,-65.76
Czechia,2020-03-29,-73,-26,-24,-61,-31,11,-55.4,-83.87,-78.71
Czechia,2020-03-30,-61,-19,-20,-58,-44,20,-49.18,-81.96,-75.31
Czechia,2020-03-31,-62,-18,-28,-59,-45,21,-48.57,-82.77,-77.21
Czechia,2020-04-01,-61,-16,0,-55,-44,20,-44.42,-81.35,-71.3
Czechia,2020-04-02,-60,-15,5,-56,-45,20,-42.57,-80.69,-70.07
Czechia,2020-04-03,-63,-12,-24,-58,-44,22,-45.4,-82.57,-72.9
Czechia,2020-04-04,-70,-16,-6,-51,-27,11,-51.41,-82.24,-70.15
Czechia,2020-04-05,-63,-13,45,-46,-27,7,-39.15,-77.89,-60.4
Czechia,2020-04-06,-54,-12,18,-51,-43,18,-37.22,-78.86,-64.1
Czechia,2020-04-07,-63,-1,1,-45,-44,17,-31.54,-76.61,-59.99
Czechia,2020-04-08,-62,7,2,-44,-44,16,-27.96,-75.11,-58.21
Czechia,2020-04-09,-54,23,2,-42,-46,14,-25.22,-72.52,-57.06
Czechia,2020-04-10,-74,-22,11,-58,-78,27,-33.9,-73.99,-57.76
Czechia,2020-04-11,-67,4,9,-37,-27,7,-32.93,-73.53,-54.48
Czechia,2020-04-12,-63,1,35,-38,-24,5,-34.59,-74.57,-53.63
Czechia,2020-04-13,-89,-90,-35,-73,-85,30,-45.8,-78.8,-75.01
Czechia,2020-04-14,-64,1,-39,-50,-41,18,-32.11,-75.53,-68.8
Czechia,2020-04-15,-62,-7,-16,-44,-39,17,-24.53,-72.72,-60.09
Czechia,2020-04-16,-56,-6,19,-43,-39,15,-17.19,-71.81,-54.11
Czechia,2020-04-17,-58,-2,8,-43,-39,16,-17.41,-72.48,-53.89
Czechia,2020-04-18,-61,-3,28,-31,-14,5,-24.34,-72.6,-50.27
Czechia,2020-04-19,-64,-11,-6,-47,-22,7,-31.45,-73.73,-63.39
Czechia,2020-04-20,-55,-6,2,-44,-38,15,-22.09,-69.88,-57.09
Czechia,2020-04-21,-54,-4,12,-42,-38,15,-17.8,-71.13,-57.21
Czechia,2020-04-22,-54,-4,19,-41,-37,14,-15.45,-70.34,-52.12
Czechia,2020-04-23,-54,-2,23,-41,-37,14,-14.41,-69.25,-53.72
Czechia,2020-04-24,-56,-2,14,-41,-37,14,-12.48,-69.25,-54.11
Czechia,2020-04-25,-63,-4,4,-35,-14,6,-25.54,-72.6,-58.68
Czechia,2020-04-26,-55,-6,43,-32,-14,3,-15.19,-67.32,-52.28
Czechia,2020-04-27,-45,-3,23,-37,-33,12,-12.67,-63.96,-50.65
Czechia,2020-04-28,-45,-1,32,-34,-34,11,-10.46,-65.56,-50.71
Czechia,2020-04-29,-50,5,-12,-39,-35,14,-13.8,-66.36,-58.89
Czechia,2020-04-30,-41,17,19,-34,-35,9,-9.24,-64.58,-53.19
Czechia,2020-05-01,-66,-31,33,-55,-76,24,-16.13,-65.82,-53.7
Czechia,2020-05-02,-55,-3,10,-35,-17,6,-23.34,-69.8,-59.92
Czechia,2020-05-03,-53,-5,9,-38,-14,4,-18.48,-66.83,-61.25
Czechia,2020-05-04,-44,-2,2,-37,-30,12,-12.01,-61.08,-53.58
Czechia,2020-05-05,-45,1,-1,-37,-31,12,-9.63,-61.74,-53.56
Czechia,2020-05-06,-44,8,4,-33,-30,12,-4.65000000000001,-61.17,-51.86
Czechia,2020-05-07,-31,34,38,-27,-32,8,11.14,-57.79,-45.58
Czechia,2020-05-08,-68,-77,95,-46,-75,20,5.77,-58.56,-38.32
Czechia,2020-05-09,-40,24,73,-19,-7,0,-2.37,-60.92,-40.1
Czechia,2020-05-10,-42,12,27,-30,-1,-1,-4.14,-60.87,-58.79
Czechia,2020-05-11,-34,4,-25,-32,-25,11,0,0,0
Czechia,2020-05-12,-28,13,4,-24,-24,10,0,0,0
Czechia,2020-05-13,-32,7,-10,-25,-24,10,-3.56,-53.12,-48.32
Czechia,2020-05-14,-36,2,-39,-20,-25,9,-3.13,-54.97,-48.43
Czechia,2020-05-15,-38,2,-39,-20,-25,10,2.89,-54.6,-47.01
Czechia,2020-05-16,-31,0,1,2,7,0,-1.22,-53.1,-40.33
Czechia,2020-05-17,-22,-1,13,-3,7,-1,2.26,-52.2,-44.8
Czechia,2020-05-18,-26,-3,-14,-12,-21,7,2.56999999999999,-45.88,-39.19
Czechia,2020-05-19,-24,-1,-9,-11,-21,7,5.95999999999999,-45.77,-38.99
Czechia,2020-05-20,-19,4,-9,-14,-21,7,9.34,-44.65,-38.08
Czechia,2020-05-21,-17,5,-1,-14,-22,7,12.22,-44.87,-38.04
Czechia,2020-05-22,-24,3,-6,-17,-23,7,8.29000000000001,-49.38,-39.58
Czechia,2020-05-23,-40,3,-48,-28,-1,5,-16.26,-62.1,-61.7
Czechia,2020-05-24,-26,2,-10,-16,6,1,-0.519999999999996,-52.54,-55.34
Czechia,2020-05-25,-18,0,-39,-19,-20,8,2.44,-46.11,-48.7
Czechia,2020-05-26,-13,2,-19,-14,-18,7,6.63,-41.23,-39.44
Czechia,2020-05-27,-9,1,4,-7,-17,5,13.83,-38.29,-33.54
Czechia,2020-05-28,-18,3,-33,-17,-19,8,7.61,-43.27,-44.4
Czechia,2020-05-29,-15,3,-5,-11,-18,5,26.31,-40.78,-28.89
Czechia,2020-05-30,-19,-1,15,0,11,-1,7,-47.62,-34.12
Czechia,2020-05-31,-24,0,-35,-23,5,1,1.02,-50.1,-55.54
Czechia,2020-06-01,-4,2,3,-6,-14,5,12.47,-36.67,-32.64
Czechia,2020-06-02,-8,1,-8,-7,-15,5,13.47,-33.59,-34.32
Czechia,2020-06-03,-8,0,-3,-5,-15,4,18.67,-34,-30.08
Czechia,2020-06-04,-12,2,-16,-10,-16,5,20.93,-36.03,-34.14
Czechia,2020-06-05,-15,7,-15,-15,-18,6,32.2,-35.49,-33.37
Czechia,2020-06-06,-14,2,21,-3,10,-1,14.76,-43.17,-31.89
Czechia,2020-06-07,-10,3,1,-14,8,-1,19.51,-40.72,-46.51
Czechia,2020-06-08,-8,5,-8,-11,-16,6,18.17,-32.3,-31.37
Czechia,2020-06-09,-4,5,6,-8,-15,5,19.75,-28.01,-28.08
Czechia,2020-06-10,-8,6,-24,-12,-16,6,28.53,-27.96,-30.87
Czechia,2020-06-11,1,11,26,-6,-16,4,36.9,-25.8,-16.1
Czechia,2020-06-12,-3,9,52,-4,-17,1,60.43,-19.05,-0.909999999999997
Czechia,2020-06-13,-8,4,61,4,13,-4,32.51,-36.69,-14.6
Czechia,2020-06-14,-6,7,6,-14,10,-3,31.01,-40.91,-47.44
Czechia,2020-06-15,2,7,27,-6,-15,3,30.97,-23.5,-20.24
Czechia,2020-06-16,6,11,42,-1,-14,3,37.72,-16.62,-12.87
Czechia,2020-06-17,4,9,39,0,-15,2,43.9,-12.87,-9.45999999999999
Czechia,2020-06-18,-4,7,-1,-10,-17,4,46.19,-17.7,-20.34
Czechia,2020-06-19,-7,7,7,-10,-19,4,61.03,-19.86,-13.45
Czechia,2020-06-20,-13,4,-4,-12,3,0,30.13,-34.87,-23.49
Czechia,2020-06-21,-2,6,24,-6,9,-2,42.98,-29.49,-30.11
Czechia,2020-06-22,2,5,39,-4,-17,3,42.27,-11.58,-8.16
Czechia,2020-06-23,10,10,64,1,-16,2,49.35,-3.06,-1.84999999999999
Czechia,2020-06-24,4,10,28,-2,-16,3,52.82,-5.98,-3.58
Czechia,2020-06-25,7,11,53,-1,-16,1,58.25,-6.05,0.989999999999995
Czechia,2020-06-26,0,9,49,-2,-19,1,78.25,-9.66,7.79000000000001
Czechia,2020-06-27,-6,3,83,8,9,-6,58.27,-21.34,5.14
Czechia,2020-06-28,2,7,69,0,14,-7,60.71,-20.05,-21.34
Czechia,2020-06-29,0,8,17,-11,-20,4,50.99,-6.01000000000001,-6.73999999999999
Czechia,2020-06-30,17,13,88,2,-18,1,60.76,-5.05,0.75
Czechia,2020-07-01,7,6,84,-5,-20,0,63.06,-1.37,6.27
Czechia,2020-07-02,1,9,50,-12,-22,2,63.83,-8.58,-5
Czechia,2020-07-03,-2,9,79,-10,-25,1,95.4,-11,15.57
Czechia,2020-07-04,-2,10,127,5,5,-8,84.49,-14.5,24.02
Czechia,2020-07-05,14,13,156,-2,2,-7,71.38,-20.89,-0.819999999999993
Czechia,2020-07-06,-21,-17,128,-37,-74,12,68.82,-13.49,-3.06999999999999
Czechia,2020-07-07,9,17,102,-9,-28,2,70.01,-0.569999999999993,12.66
Czechia,2020-07-08,2,7,62,-13,-27,3,70.46,0.459999999999994,4.73
Czechia,2020-07-09,6,9,86,-11,-26,2,75.2,-0.5,14.78
Czechia,2020-07-10,-3,6,90,-11,-27,0,97.24,-3.33,17.25
Czechia,2020-07-11,-5,13,44,-8,0,-3,75.3,-20.8,9.43000000000001
Czechia,2020-07-12,17,15,120,5,10,-6,86.7,-12.39,6.23999999999999
Czechia,2020-07-13,10,12,94,-8,-25,1,72.55,-1.17,18.97
Czechia,2020-07-14,16,12,131,-5,-25,0,77.6,1.09999999999999,26.1
Czechia,2020-07-15,10,13,97,-7,-25,1,75.69,-2.25,19.25
Czechia,2020-07-16,6,13,59,-13,-26,3,75.78,-4.70999999999999,12.47
Czechia,2020-07-17,1,11,78,-11,-26,1,95.66,-5.48,30.05
Czechia,2020-07-18,-1,12,83,1,2,-5,84.69,-14.36,28.33
Czechia,2020-07-19,14,15,105,2,7,-6,86.79,-10.88,5.44
Czechia,2020-07-20,8,10,99,-10,-27,2,76.47,-0.530000000000001,22.23
Czechia,2020-07-21,13,13,123,-9,-28,2,79.05,2.59999999999999,28.98
Czechia,2020-07-22,12,10,142,-6,-26,0,88.57,5.29000000000001,35.98
Czechia,2020-07-23,9,10,125,-9,-27,1,84.96,-1.88,28.13
Czechia,2020-07-24,0,10,108,-11,-29,1,104.4,-4.81,34.55
Czechia,2020-07-25,0,12,130,7,2,-8,101.67,-13.67,41.95
Czechia,2020-07-26,11,17,104,0,3,-6,88.71,-16.51,5.41
Czechia,2020-07-27,10,12,132,-11,-32,2,80.62,1.04000000000001,30.59
Czechia,2020-07-28,5,10,137,-12,-33,2,77.98,3.7,23.38
Czechia,2020-07-29,11,12,150,-8,-32,2,88.59,3.28,34.82
Czechia,2020-07-30,7,9,141,-12,-33,1,85.99,-3.04000000000001,27.76
Czechia,2020-07-31,-2,8,127,-13,-34,1,103.69,-6.34999999999999,32.53
Czechia,2020-08-01,-6,9,134,4,-1,-9,94.42,-14.68,32.7
Czechia,2020-08-02,6,13,103,-5,0,-6,83.23,-16.57,-2.01
Czechia,2020-08-03,2,11,41,-21,-34,6,72.52,-2.47,16.39
Czechia,2020-08-04,6,12,63,-17,-34,6,79.35,1.98999999999999,27.39
Czechia,2020-08-05,13,10,160,-7,-32,2,92.33,10.64,51.12
Czechia,2020-08-06,9,9,154,-10,-33,2,92.97,6.09999999999999,42.76
Czechia,2020-08-07,-3,6,134,-13,-34,0,106.84,4.48999999999999,41.45
Czechia,2020-08-08,-5,9,132,2,-1,-9,92.04,-10.07,32.67
Czechia,2020-08-09,6,14,121,-1,4,-8,89.29,-9.66,4.65000000000001
Czechia,2020-08-10,4,11,96,-15,-30,2,75.66,-0.140000000000001,19.97
Czechia,2020-08-11,13,14,137,-11,-30,1,80.8,5.58,35.61
Czechia,2020-08-12,11,12,147,-9,-30,0,88.07,4.16,36.79
Czechia,2020-08-13,8,12,131,-12,-30,0,86.59,-1.06,31.5
Czechia,2020-08-14,-1,10,90,-13,-32,1,94.05,-8.45999999999999,33.93
Czechia,2020-08-15,7,18,108,8,-1,-7,90.69,-10.14,40.51
Czechia,2020-08-16,19,18,137,8,6,-8,91.43,-7.45999999999999,17.63
Czechia,2020-08-17,9,12,97,-10,-28,2,71.22,-0.920000000000002,25.07
Czechia,2020-08-18,11,14,88,-11,-28,3,75.85,3.29000000000001,28.16
Czechia,2020-08-19,12,12,119,-8,-28,1,80.36,2.7,32.97
Czechia,2020-08-20,9,8,133,-10,-29,0,87.59,1.83,36.77
Czechia,2020-08-21,-4,4,122,-12,-31,-1,96.81,-4.81,36.08
Czechia,2020-08-22,-4,7,92,2,-1,-6,74.87,-18.67,26.61
Czechia,2020-08-23,16,16,109,6,6,-7,83.99,-11.94,9.26
Czechia,2020-08-24,9,12,94,-8,-25,2,69.64,1.59,30.3
Czechia,2020-08-25,14,14,121,-4,-24,1,72.06,5.76000000000001,37.89
Czechia,2020-08-26,9,10,100,-6,-23,1,73.2,6.28,33.79
Czechia,2020-08-27,8,11,96,-7,-24,1,71.47,2.41,30.06
Czechia,2020-08-28,1,7,97,-8,-26,0,81.87,-0.120000000000005,34.16
Czechia,2020-08-29,-2,8,70,2,0,-4,55.01,-14.97,17.62
Czechia,2020-08-30,7,12,36,-4,4,-4,46.01,-15.13,-20.88
Czechia,2020-08-31,8,13,32,-7,-21,4,50.5,11.58,9.84
Czechia,2020-09-01,9,19,20,-1,-21,4,46.69,12.2,10.63
Czechia,2020-09-02,7,14,58,4,-16,0,52.82,6.45,17.03
Czechia,2020-09-03,5,11,67,1,-17,-1,56.23,1.38,13.04
Czechia,2020-09-04,0,10,74,4,-17,-3,78.24,1.06,27.94
Czechia,2020-09-05,0,6,108,9,3,-5,56.67,-13.48,24.84
Czechia,2020-09-06,6,15,72,1,4,-4,55.09,-10.76,-7.01000000000001
Czechia,2020-09-07,3,12,48,1,-19,0,41.43,-3.86,5.37
Czechia,2020-09-08,9,15,75,5,-19,-1,48.1,1.15000000000001,11.21
Czechia,2020-09-09,7,12,81,3,-16,-1,48.47,-1.53,9.2
